course_id,course_gpa,valid_sections,total_graded,title,description,department
EECS170C,2.7612732095490715,18.0,1131.0,Electronics III,"Principles of operation, design, and utilization of integrated circuit modules, including multi-stage amplifiers, operational amplifiers, and logic circuits.",EECS
EECS170D,3.3062409288824384,12.0,689.0,Integrated Electronic Circuit Design,"Design and fabrication of modern digital integrated circuits. Fabrication of CMOS process, transistor-level design simulation, functional characteristics of basic digital integrated circuits, and different logic families including the static and dynamic logic, layout, and extraction of digital circuits.",EECS
EECS170E,3.249443207126949,10.0,449.0,Analog and Communications IC Design,"Advanced topics in design of analog and communications integrated circuits. Topics include: implementation of passive components in integrated circuits; overview of frequency response of amplifiers, bandwidth estimation techniques, high-frequency amplifier design; design of radio-frequency oscillators.",EECS
EECS170LA,3.4393305439330546,91.0,2390.0,Electronics I Laboratory,"Laboratory accompanying EECS 170A to perform experiments on semiconductor material properties, semiconductor device physics and operation principles, and transistor amplifiers to improve experimental skills and to enhance the understanding of lecture materials.",EECS
EECS170LB,3.728584729981378,82.0,2148.0,Electronics II Laboratory,Laboratory accompanying EECS 170B.,EECS
EECS170LC,3.391588785046729,41.0,1070.0,Electronics III Laboratory,Laboratory accompanying EECS 170C to provide hands-on training in design of digital/analog circuits/subsystems. Materials Fee,EECS
EECS174,3.4595419847328244,12.0,655.0,Semiconductor Devices,"Metal-semiconductor junctions, diodes, bipolar junction transistors, MOS structures, MOSFETs, CMOS technology, LEDs, and laser diodes.",EECS
EECS176,3.3333333333333335,9.0,447.0,Fundamentals of Solid-State Electronics and Materials,"Physical properties of semiconductors and the roles materials play in device operation. Topics include: crystal structure, phonon vibrations, energy band, transport phenomenon, optical properties and quantum confinement effect essential to the understanding of electronic, optoelectronic and nanodevices.",EECS
EECS179,3.460280373831776,11.0,856.0,Microelectromechanical Systems (MEMS),"Small-scale machines, small-scale phenomena, MEMS fabrication, MEMS CAD tools, MEMS devices and packaging, MEMS testing.",EECS
EECS180A,2.7980845969672785,12.0,1253.0,Engineering Electromagnetics I,"Electrostatics, magnetostatics, and electromagnetic fields: solutions to problems in engineering applications; transmission lines, Maxwell's equations and phasors, plane wave propagation, reflection, and transmission.",EECS
EECS180B,3.0096153846153846,8.0,208.0,Engineering Electromagnetics II,"Time-varying electromagnetic fields, plane waves, polarization, guidance of waves like rectangular waveguides and microstrips, optical fibers resonant cavities, skin effects and losses, spherical waves, radiation and reception of waves, antenna basics.",EECS
EECS182,3.010752688172043,11.0,372.0,Monolithic Microwave Integrated Circuit (MMIC) Analysis and Design,"Design of microwave amplifiers including low-noise amplifiers, multiple stage amplifiers, power amplifiers, and introduction to broadband amplifiers. The goal is to provide the basic knowledge for the design of microwave amplifiers ranging from wireless system to radar system.",EECS
EECS188,2.877887788778878,10.0,606.0,Optical Electronics,"Photodiodes and optical detection, photometry and radiometry, geometric optics, lens theory, imaging system, EM wave propagation, optical waveguides and fibers, heterojunction structures, laser theory, semiconductor lasers, and optical transmission system.",EECS
EECS195,3.767885532591415,20.0,629.0,Special Topics in Electrical and Computer Engineering,Studies special topics in selected areas of Electrical and Computer Engineering. Topics addressed vary each quarter.,EECS
EECS198,3.9434250764525993,3.0,654.0,Group Study,Group study of selected topics in Electrical and Computer Engineering.,EECS
EECS199,3.98001998001998,32.0,1001.0,Individual Study,"For undergraduate Engineering majors in supervised but independent reading, research, or design. Students taking Individual study for design credit are to submit a written paper to the instructor and to the Undergraduate Student Affairs Office in the School of Engineering.",EECS
EECS20,3.0292537313432835,22.0,1675.0,Computer Systems and C Programming,"Introduction to computing systems. Data representation and operations. Simple logic design. Basic computer organization. Instruction set architecture and assembly language programming. Introduction to C. Functions and recursion, data structures, pointers. Programming laboratory.",EECS
EECS22,2.962513781697905,17.0,1814.0,Advanced C Programming,"C language programming concepts. Control flow, function calls, recursion. Basic and composite data types, static and dynamic data structures. Program modules and compilation units. Preprocessor macros. C standard libraries.",EECS
EECS22L,3.5916453537936914,12.0,1173.0,Software Engineering Project in C Language,"Hands-on experience with the ANSI-C programming language. Medium-sized programming projects, team work. Software specification, documentation, implementation, testing. Definition of data structures and application programming interface. Creation of program modules, linking with external libraries. Rule-based compilation, version control.",EECS
ENGLISH10,3.3726541554959786,48.0,2238.0,Topics in English and American Literature,"Explores the diversity of human expression manifested in selected works of literature. By engaging with substantial literary texts, students will think critically about how meaning is created and how experience is interpreted in literary language.",ENGLISH
ENGLISH100,3.4653087205601527,33.0,1571.0,Introduction to Literary Theory,"Using Plato and Aristotle as points of departure, addresses a range of perspectives and problems in literary theory. To be taken by English majors in the junior year.",ENGLISH
ENGLISH101W,3.498369210697978,84.0,1533.0,Undergraduate Seminar in Critical Writing: Topics in Literary History,Each instructor identifies a topic within literary history; special attention is given to mastering the conventions of academic argument and expression. To be taken as early as possible in the junior year.,ENGLISH
ENGLISH102A,3.3201559020044544,44.0,1796.0,Topics in Medieval and Renaissance Literature,"Studies of works representative of Medieval and Renaissance literature in English, with attention to literary history, treating at a minimum more than one author and more than one genre.",ENGLISH
ENGLISH102B,3.351380042462845,46.0,1884.0,Topics in Restoration and 18th-Century Literature ,"Studies of works representative of Restoration and 18th-century literature in English, with attention to literary history, treating at a minimum more than one author and more than one genre.",ENGLISH
ENGLISH102C,3.398530762167126,54.0,2178.0,Topics in Romantic and 19th-Century Literature,"Studies of works representative of Romantic and 19th-century literature in English, with attention to literary history, treating at a minimum more than one author and more than one genre.",ENGLISH
ENGLISH102D,3.4424131627056673,55.0,2188.0,Topics in 20th-Century Literature,"Studies of works representative of 20th-century literature in English, with attention to literary history, treating at a minimum more than one author and more than one genre.",ENGLISH
ENGLISH103,3.4698189134808852,40.0,994.0,"Topics in Literature, Theory, and Criticism","A series of lectures on and discussions of announced topics in literary criticism, theory, history, genres, modes, major authors.",ENGLISH
ENGLISH105,3.6278443113772454,103.0,3340.0,Multicultural Topics in Literatures in English,"Focuses on ethnic or minority literatures, or treats issues related to race and cultural identity.",ENGLISH
ENGLISH106,3.5584652862362973,86.0,1642.0,Advanced Seminar: Topics in English Literature ,"Capstone course. Provides intensive work on a topic within the area of literatures in English with particular attention to the theoretical, critical, or conceptual issues it raises, with the goal of producing a substantive research paper.",ENGLISH
ENGLISH10B,3.1043478260869564,3.0,115.0,Topics in English and American Literature,"Linked with Writing 50. Explores the diversity of human expression manifested in selected works of literature. By engaging with substantial literary texts, students think critically about how meaning is created and how experience is interpreted in literary language.",ENGLISH
ENGLISH11,3.51010101010101,10.0,594.0,"Society, Law, and Literature","Examines how works of literature represent and influence the relation between law and society. The primary readings will be works of literature, but selections of works of law, politics, and sociology may also be assigned.",ENGLISH
ENGLISH12,3.5438066465256797,4.0,331.0,Young Adult Fiction ,"Traces the history and development of young adult (YA) fiction, with particular attention to the development of interpretive approaches to YA fiction that take into account YA fiction as a cultural phenomenon.",ENGLISH
ENGLISH15,3.583410997204101,56.0,1073.0,Introductory Seminar in English: Topics in Literary Studies,Discussion-based seminar on a faculty-chosen topic that introduces majors and those considering a major in English to interpretive methodologies and critical frameworks that characterize the field of English studies.,ENGLISH
ENGLISH16,3.8597701149425285,19.0,435.0,The Craft of Poetry,Reading of selected texts to explore the ways in which these modes formulate experience. Students write several short analytic papers. Requires creative writing.,ENGLISH
ENGLISH17,3.7357142857142858,19.0,420.0,The Craft of Fiction,Reading of selected texts to explore the ways in which these modes formulate experience. Students write several short analytic papers. Requires creative writing.,ENGLISH
ENGLISH28A,3.2857142857142856,17.0,350.0,The Poetic Imagination,Reading of selected texts to explore the ways in which these modes formulate experience. Students write several short analytic papers.,ENGLISH
ENGLISH28B,3.197132616487455,14.0,279.0,Comic and Tragic Vision,Reading of selected texts to explore the ways in which these modes formulate experience. Students write several short analytic papers.,ENGLISH
ENGLISH28C,3.16,14.0,275.0,Realism and Romance,Reading of selected texts to explore the ways in which these modes formulate experience. Students write several short analytic papers.,ENGLISH
ENGLISH28D,3.4148936170212765,5.0,94.0,The Craft of Poetry,Reading of selected texts to explore the ways in which these modes formulate experience. Students write several short analytic papers.  Requires creative writing.,ENGLISH
ENGLISH28E,3.467289719626168,5.0,107.0,The Craft of Fiction,Reading of selected texts to explore the ways in which these modes formulate experience. Students write several short analytic papers.  Requires creative writing.,ENGLISH
ENGLISH8,3.471059661620659,19.0,1123.0,Multicultural American Literature,"Writings from at least two historically underrepresented groups in California and the United States with particular attention to historical conditions of literary production. Considers in-depth how literary works relate to racial constructions, economic conditions, and/or social movements.",ENGLISH
ENGLISH9,3.6608357628765793,13.0,1029.0,Shakespeare,"Plays by William Shakespeare are used to explore the playwright’s poetic gifts, theatrical imagination, and inquiry into human relationships and the human condition.",ENGLISH
ENGR100,3.943820224719101,27.0,534.0,Special Topics in Fabrication Safety,"Hands on training in the safe use of item fabrication: metalworking, woodworking, electronics fabrication, composites, welding, adhesives, water disposal, and others. Safety certification will be granted from this course and is required for access to Engineering School fabrication facilities.",ENGR
ENGR165,3.175040518638574,9.0,617.0,Advanced Manufacturing,"Principles in manufacturing processes. All machining requires energy: mechanical (cutting and shaping), heat energy (laser cutting), photochemical (photolithography), chemical energy (electro chemical machining and chemical vapor deposition). These methods and their fundamentals are examined. Materials Fee",ENGR
ENGR189,3.3958333333333335,4.0,96.0,Senior Project - Topics Vary,Multidisciplinary group senior project of theoretical or applied nature involving design.,ENGR
ENGR190W,3.406529171721628,422.0,9067.0,Communications in the Professional World,Upper-division technical writing course including the development of presentation skills. Effective communication with a range of audiences. Recognition of ethical and professional responsibilities for engineers.,ENGR
ENGR1A,2.977730192719486,17.0,2335.0,General Chemistry for Engineers,"Emphasis on solid-state chemistry. Quantum theory, atomic structure, periodic trends, chemical bonding, molecular orbitals, electronic band structure, gases, liquids, intermolecular forces, unit cells, crystal lattices, phase transformations, and electrochemistry.",ENGR
ENGR30,2.4990958408679926,24.0,553.0,Statics,"Addition and resolution of forces, distributed forces, equivalent system of forces centroids, first moments, moments and products on inertia, equilibrium of rigid bodies, trusses, beams, cables.",ENGR
ENGR54,2.9724910850738664,41.0,5889.0,Principles of Materials Science and Engineering,"Superconductors to biodegradable polymers. Structure and properties of materials, including metal, ceramics, polymers, semiconductors, composites, traditional materials. Atomic structure, bonding, defects, phase equilibria, mechanical properties, electrical, optical and magnetic properties. Introduction to materials processing and synthesis. Materials Fee",ENGR
ENGR7A,3.885792349726776,23.0,3660.0,Introduction to Engineering I,Introduction to engineering disciplines and the design process. Students enrolled in the online lecture also attend a three-hour lab on campus. Materials Fee,ENGR
ENGR7B,3.89247311827957,41.0,3069.0,Introduction to Engineering II,Introduction to engineering disciplines and the design process. Students enrolled in the online lecture also attend a three-hour lab on campus. Materials Fee,ENGR
ENGR98,3.99025974025974,9.0,308.0,Group Study ,Group study of selected topics in engineering.,ENGR
ENGRCEE11,3.073815073815074,14.0,1287.0,Methods II: Probability and Statistics,Modeling and analysis of engineering problems under uncertainty. Engineering applications of probability and statistical concepts and methods.,ENGRCEE
ENGRCEE110,3.0338461538461536,11.0,1300.0,"Methods III: Modeling, Economics, and Management","Analysis, modeling, and management of civil engineering systems. Statistics and system performance studies, probabilistic models and simulation, basic economics and capital investments, project elements and organization, managerial concepts and network technique, project scheduling. Emphasis on real-world examples. Laboratory sessions.",ENGRCEE
ENGRCEE111,2.8552036199095023,11.0,1105.0,Methods IV: Systems Analysis and Decision-Making,"Analysis and optimization for decision-making in civil and infrastructural systems. Topics include linear programming formulations and solution algorithms, network models, and logistical models. Emphasis is on project-level and managerial decision-making and selection from alternative designs.",ENGRCEE
ENGRCEE114,3.67,5.0,100.0,GIS for Civil and Environmental Engineering,"GIS for CEE provides an introduction to Geographic Information Systems (GIS) and their various applications in civil and environmental engineering. Topics include GIS data formats, data queries, spatial and attribute data, spatial data analysis, coordinate systems, and raster data analysis.",ENGRCEE
ENGRCEE121,2.9392123287671232,12.0,1168.0,Transportation Systems I: Analysis and Design,"Introduction to analysis and design of fundamental transportation system components, basic elements of geometric and pavement design, vehicle flow and elementary traffic, basic foundations of transportation planning and forecasting. Laboratory sessions.",ENGRCEE
ENGRCEE122,3.307550644567219,12.0,543.0,Transportation Systems II: Operations and Control,"Introduction to fundamentals of urban traffic engineering, including data collection, analysis, and design. Traffic engineering studies, traffic flow theory, traffic control devices, traffic signals, capacity and level of service analysis of freeways and urban streets. Laboratory sessions.",ENGRCEE
ENGRCEE123,2.950413223140496,11.0,363.0,Transportation Systems III: Planning and Forecasting,"Theoretical foundations of transportation planning, design, and analysis methods. Theory and application of aggregate and disaggregate models for land use development, trip generation, destination, mode, and route choice. Transportation network analysis. Planning, design, and evaluation of system alternatives.",ENGRCEE
ENGRCEE124,3.1094224924012157,10.0,329.0,Transportation Systems IV: Freeway Operations and Control,"Fundamentals of traffic on urban freeways, including data collection analysis, and design. Traffic engineering studies, traffic flow theory, freeway traffic control devices, capacity, and level of service analysis of freeways and highways. Laboratory sessions.",ENGRCEE
ENGRCEE125,3.4740259740259742,5.0,154.0,Transportation and the Environment,"Analysis of the impacts of motor vehicle transportation on the environment. Introduction to life cycle analysis applied to transportation. Basic economic tools for transportation externalities. Transportation planning, urban form, health, and the environment. Transportation sustainability.",ENGRCEE
ENGRCEE130,2.095701540957015,10.0,1233.0,Soil Mechanics,"Mechanics of soils, composition and classification of soils, compaction, compressibility and consolidation, shear strength, seepage, bearing capacity, lateral earth pressure, retaining walls, piles.",ENGRCEE
ENGRCEE130L,3.675041876046901,64.0,1194.0,Soil Mechanics Laboratory,Laboratory procedures of soil testing for engineering problems. Materials Fee,ENGRCEE
ENGRCEE149,3.084967320261438,9.0,306.0,Introduction to Earthquake Engineering,"Nature of earthquakes, hazard analyses, structural dynamics for earthquake engineering, seismic design force determination methods: ELF, modal response spectrum, nonlinear time history analyses. Diaphragm analyses, redundancy, nonlinear response, ductile systems, hysteretic behavior. Basics of seismic design for steel, timber, concrete.",ENGRCEE
ENGRCEE150,1.934516523867809,22.0,1634.0,Mechanics of Materials,"Stresses and strains, strain-stress diagrams, axial deformations, torsion, bending and shear stresses in beams, shear force and bending moment diagrams, combined stresses, principal stresses, Mohr's circle, deflection of beams, columns.",ENGRCEE
ENGRCEE150L,2.920435510887772,68.0,1194.0,Mechanics of Materials Laboratory,Experimental methods and fundamentals for mechanics of materials analysis. Materials Fee,ENGRCEE
ENGRCEE151A,2.382623224728488,12.0,1197.0,Structural Analysis,Fundamentals of structural analysis and loading. Deformation of statically determinate and indeterminate structures. Influence lines. Structural systems.,ENGRCEE
ENGRCEE151B,3.08955223880597,8.0,335.0,Structural Timber Design,"Design of timber structures. Beams, columns, beam-columns, roof, and connections.",ENGRCEE
ENGRCEE151C,3.144240077444337,11.0,1033.0,Reinforced Concrete Design,Ultimate strength design. Design of reinforced concrete beam sections. Design for shear and deflection. Design of columns. Design of isolated and combined footings. Laboratory sessions. Materials Fee,ENGRCEE
ENGRCEE152,3.454248366013072,9.0,306.0,Computer Methods in Structural Analysis and Design,"Matrix techniques for indeterminate framed structures. Computer implementation using the stiffness method. Software packages for design of reinforced concrete, steel, and/or timber structures.",ENGRCEE
ENGRCEE155,2.8306595365418894,12.0,561.0,Structural Steel Design,"Design in steel of tension members, beams, columns, welded and bolted connections; eccentrically loaded and moment resistant joints; plate girders. Plastic design; load and resistance factor design. Composite construction; introduction to computer-aided design.",ENGRCEE
ENGRCEE156,2.5286624203821657,10.0,314.0,Foundation Design,"Applications of soil mechanics principles to the analysis and design of shallow foundations, retaining walls, pile foundations, and braced cuts. Design criteria: bearing capacity, working loads and tolerable settlements, structural integrity of the foundation element. Damage from construction operations.",ENGRCEE
ENGRCEE160,3.0960878517501715,11.0,1457.0,Environmental Processes,"Introduction to environmental processes in air and water, mass balances, and transport phenomena. Fundamentals of water-quality engineering including water and wastewater treatment.",ENGRCEE
ENGRCEE162,3.120240480961924,11.0,499.0,Introduction to Environmental Chemistry,"Basic concepts from general, physical, and analytical chemistry as they relate to environmental engineering. Particular emphasis on the fundamentals of equilibrium and kinetics as they apply to acid-base chemistry, gas solubility, and redox reactions. Laboratory sessions. Materials Fee",ENGRCEE
ENGRCEE163,3.224,11.0,375.0,Wastewater Treatment Process Design,"Design of biological treatment processes. Topics include attached and suspended growth, aeration, anaerobic systems, process control, and economics. Design projects included. Materials Fee",ENGRCEE
ENGRCEE164,3.3430232558139537,7.0,172.0,Carbon and Energy Footprint Analysis,"Process design for wastewater treatment. Mass- and energy-balance analysis applied to water and wastewater treatment systems. Case studies include analysis of water supply, treatment, reclamation, and reuse.",ENGRCEE
ENGRCEE165,3.509433962264151,8.0,159.0,Physical-Chemical Treatment Processes,"Theory and dynamics of physical and chemical separation processes in water and wastewater treatment. Topics include coagulation, sedimentation, filtration, gas-transfer, membrane separations, and adsorption.",ENGRCEE
ENGRCEE166,3.882978723404255,3.0,94.0,Microbial Processes for Bioremediation,"Fundamental knowledge on microbiology, organic chemistry, biodegradability and persistence, reaction kinetics, and contaminant transport of water and soil remediation of organic contaminants under aerobic and anaerobic conditions. Overview of Environmental Law and Superfund. Design project of bioremediation for contaminated site.",ENGRCEE
ENGRCEE169,3.121739130434783,5.0,115.0,Environmental Microbiology for Engineers,"Fundamental and applied principles of microbiology. Structures and functions of microorganisms, the microbiology of water, wastewater and soil used in environmental engineering, and the impact of microorganisms on human and environmental health.",ENGRCEE
ENGRCEE170,2.5158781594296826,12.0,1543.0,Introduction to Fluid Mechanics,"Thermodynamic and mechanical fluid properties; fluid statics; control volume and differential approaches for mass, momentum, and energy; dimensional analysis and similarity.",ENGRCEE
ENGRCEE171,2.8233962264150945,12.0,1325.0,Water Resources Engineering,"Principles governing the analysis and design of water resource systems including pressurized pipelines, pipe networks, channels, and ground water. Coverage of fluid mass, momentum and energy conservation, flow resistance, and related laboratory measurements in different systems. Materials Fee",ENGRCEE
ENGRCEE172,2.8110599078341014,10.0,217.0,Groundwater Hydrology,"Topics include conservation of fluid mass, storage properties of porous media, matrix compressibility, boundary conditions, flow nets, well hydraulics, groundwater chemistry, and solute transport. Design projects and computer applications included.",ENGRCEE
ENGRCEE173,3.7153846153846155,7.0,130.0,Watershed Modeling,"Basic principles of hydrologic modeling are practiced. Concepts of watershed delineation, land use change impact, design studies, and GIS tools are discussed. Focus on the USACE (HEC) software tools (HEC-HMS, and HEC-RAS) along with their associated GIS interfaces.",ENGRCEE
ENGRCEE176,3.1174551386623164,12.0,613.0,Hydrology,"Elements of the hydrologic cycle including precipitation, infiltration, evapotranspiration, ground water, and runoff. Unit Hydrograph theory and routing methods. Introduction to precipitation/runoff relationship and watershed modeling. Statistical methods and flood frequency analysis.",ENGRCEE
ENGRCEE178,3.5,8.0,294.0,Fluid Mechanics of Open Channels,"Fundamentals of fluid motion in open channels. Navier-Stokes equations and one-dimensional momentum and energy principles. Topics include rapidly varied flow, flow resistance and turbulence, gradually varied flow, unsteady flow, and computational methods for channel flow modeling.",ENGRCEE
ENGRCEE181A,3.667814113597246,10.0,1162.0,Senior Design Practicum I,"Team designs land development project including infrastructural, environmental, circulation aspects. Focus on traffic impact studies, design of roads, geometry, signals, geotechnical and hydrological analysis, design of structural elements, economic analysis. Oral/Written interim and final design reports. Laboratory sessions.",ENGRCEE
ENGRCEE181C,3.6101556101556103,11.0,1221.0,Senior Design Practicum III,"Team designs land development project including infrastructural, environmental, circulation aspects. Focus on traffic impact studies, design of roads, geometry, signals, geotechnical and hydrological analysis, design of structural elements, economic analysis. Oral/Written interim and final design reports. Laboratory sessions.",ENGRCEE
ENGRCEE195,3.9444444444444446,3.0,54.0,Special Topics in Civil and Environmental Engineering,Studies in selected areas of Civil and Environmental Engineering. Topics addressed vary each quarter.,ENGRCEE
ENGRCEE198,3.9923857868020303,15.0,394.0,Group Study,Group study of selected topics in Civil and Environmental Engineering.,ENGRCEE
ENGRCEE20,2.4684139784946235,23.0,1488.0,Introduction to Computational Problem Solving,"Introduction to computer programming within a numerical computing environment (MATLAB or similar) including types of data representation, graphical display of data, and development of modular programs with application to engineering analysis and problem solving.",ENGRCEE
ENGRCEE21,3.101010101010101,11.0,1287.0,Computational Problem Solving,"Engineering analysis and problem solving using MATLAB (or similar), including matrix algebra, solving systems of linear and nonlinear equations, numerical integration of ordinary differential equations (ODEs) and coupled ODEs, and analysis of numerical errors.",ENGRCEE
ENGRMAE10,3.1259588211546223,31.0,4954.0,Introduction to Engineering Computations,"Introduction to the solution of engineering problems through the use of the computer. Elementary programming, numerical analysis, and data visualization with a high-level programming language such as MATLAB.",ENGRMAE
ENGRMAE106,3.5121681415929205,19.0,3616.0,Mechanical Systems Laboratory,"Experiments in linear systems, including op-amp circuits, vibrations, and control systems. Emphasis on demonstrating that mathematical models can be useful tools for the analysis and design of electro-mechanical systems. Materials Fee",ENGRMAE
ENGRMAE107,3.4370396352157138,18.0,2851.0,Fluid Thermal Science Laboratory,"Fluid and thermal science laboratory. Experimental analysis of fluid flow, heat transfer, and thermodynamic systems. Probability, statistics, and uncertainty analysis. Report writing is emphasized and a design project is required. Materials Fee",ENGRMAE
ENGRMAE108,3.1980392156862747,22.0,1020.0,Aerospace Laboratory,"Analytical and experimental investigation in aerodynamics, fluid dynamics, and heat transfer. Emphasis on study of flow over objects and lift and drag on airfoils. Introduction to basic diagnostic techniques. Report writing is emphasized.",ENGRMAE
ENGRMAE110,3.3724770642201833,12.0,545.0,Combustion and Fuel Cell Systems,"Fundamentals of gaseous, liquid, and coal-fired combustion and fuel cell systems. Fuels, fuel-air mixing, aerodynamics, and combustion and fuel cell thermodynamics. Operating and design aspects of practical systems including engines, power generators, boilers, furnaces, and incinerators.",ENGRMAE
ENGRMAE112,2.7461187214611873,10.0,1095.0,Propulsion,"Application of thermodynamics and fluid mechanics to basic flow processes and cycle performance in chemical propulsion systems: gas turbines, ramjets, scramjets, and rockets. Introduction to electric and electromagnetic rocket thrusters, nuclear rockets, and solar sails.",ENGRMAE
ENGRMAE113,3.5244755244755246,7.0,143.0,Electric Propulsion,"Space propulsion requirements and maneuvers, stressing those best suited to electric propulsion. An introduction to plasma physics. Electrothermal, electromagnetic, and electrostatis accelerators, with emphasis in technologies (ion engines, Hall thrusters, and colloidal thrusters) belonging to the latter family.",ENGRMAE
ENGRMAE114,3.180722891566265,10.0,332.0,Fuel Cell Fundamentals and Technology,"Introduction to electrochemistry and electrocatalysis; nature of fuel-cell electrodes and electrolytes; charge transfer reactions at interfaces; charge transport and mass transport processes; fuel processing reactions; determination of fuel cell efficiency, fuel flexibility, emissions, and other characteristics.",ENGRMAE
ENGRMAE115,2.6515837104072397,22.0,3094.0,Applied Engineering Thermodynamics,"Application of thermodynamic principles to compressible and incompressible processes representative of practical engineering problems; power cycles, refrigeration cycles, multicomponent mixtures, air conditioning systems, combustion, and compressible flow. Design of a thermodynamic process.",ENGRMAE
ENGRMAE117,3.3978599221789882,10.0,1028.0,Solar and Renewable Energy Systems,"Basic principles, design, and operation of solar and other renewable energy systems including solar photo-voltaic, solar thermal, wind, and PEM fuel cell. Includes power generation and storage, and renewable fuels for transportation and stationary power generation.",ENGRMAE
ENGRMAE118,3.64375,8.0,480.0,Sustainable Energy Systems,"Basic principles, design, and operation of sustainable energy systems including wind, solar photo-voltaic and thermal, hydroelectric, geothermal, oceanic, biomass combustion, advanced coal, and next generation nuclear. Includes power generation, storage, and transmission for stationary power generation.",ENGRMAE
ENGRMAE120,2.9557636422344205,32.0,3097.0,Heat and Mass Transfer,"Fundamentals of heat and mass transfer. Conduction, heat and mass transfer by convection in laminar flow, radiation heat transfer, and combined modes of heat and mass transfer. Practical engineering applications.",ENGRMAE
ENGRMAE130A,2.6471479050984352,34.0,3962.0,Fluid Dynamics I,"Fundamental concepts; fluid statics; kinematics; incompressible and compressible flows; Bernoulli's equation; control-volume analysis; conservation of mass, momentum, and energy; differential analysis; introduction to potential flow and viscous flow.",ENGRMAE
ENGRMAE130B,2.8925039042165537,35.0,3842.0,Fluid Dynamics II,"Analysis of viscous flows: stress-strain rate, fully developed laminar and turbulent flows. Review of thermodynamics, sound speed, stagnation properties. One dimensional isentropic and non-isentropic compressible flows. Normal and oblique shock waves. Two-dimensional supersonic isentropic flow.",ENGRMAE
ENGRMAE130C,3.056179775280899,5.0,267.0,Fluid Mechanics III,"Advanced topics in viscous and compressible flows. Viscous boundary layers, basic concepts in turbulent flow, separated flows, thermal transport, two-dimensional supersonic flow, shock polars, supersonic airfoils, conical flows.",ENGRMAE
ENGRMAE135,2.9014084507042255,9.0,1136.0,Compressible Flow,"Compressibility effects in fluid mechanics. One-dimensional flow with area variation, friction, heat transfer, and shocks. Design of gas supply systems. Two-dimensional flow with oblique shocks and isentropic waves. Supersonic airfoil theory and design, wind tunnel design. Basic diagnostics.",ENGRMAE
ENGRMAE136,2.766787658802178,11.0,1102.0,Aerodynamics,"Advanced potential flow, vorticity, and circulation. Flow over aircraft wings and airfoils: Kutta-Joukowski theory, lift, moment, and drag. Flow similitude; three dimensional wing theory, compressibility, viscous effects. Source panel methods. Supersonic aerodynamics.",ENGRMAE
ENGRMAE145,3.4711770797376595,13.0,2897.0,Theory of Machines and Mechanisms,"Presents the basic mathematical theory of machines. Focuses on the principles of cam design, gearing and gear train analysis, and the kinematic and dynamic analysis of linkages, together with an introduction to robotics.",ENGRMAE
ENGRMAE146,2.8340180772391124,12.0,1217.0,Astronautics,"Motion in gravitational force fields, orbit transfers, rocketry, interplanetary trajectories, attitude dynamics and stabilization, navigation, reentry, the space environment.",ENGRMAE
ENGRMAE147,2.877003598298986,18.0,3057.0,Vibrations,"Analysis of structural vibrations of mechanical systems. Modeling for lumped and distributed parameter systems. Topics include single and multi-degree of freedom systems, free and forced vibrations, Fourier series, convolution integral, mass/stiffness matrices, and normal modes with design project.",ENGRMAE
ENGRMAE150,2.97985347985348,29.0,3822.0,Mechanics of Structures,"Introduction to mechanics of materials. Topics include stresses and strains, axial and torsional loading, bending, shear, combined loading, stress and strain transformation, failure theories, beam deflection, and buckling.",ENGRMAE
ENGRMAE150L,3.8689818468823995,148.0,3801.0,Mechanics of Structures Laboratory,"Experimental techniques for the measurement of mechanical properties of materials and structures. Methods for load, displacement, and strain measurements. Tension, bending, compression tests. Determination of strength. Materials Fee",ENGRMAE
ENGRMAE151,3.4652812975164724,14.0,1973.0,Mechanical Engineering Design,"A comprehensive group design project experience that involves identifying customer needs, idea generation, reverse engineering, preliminary design, standards, prototype development, testing, analysis, and redesign of a product involving fluid, thermal, and mechanical components.  Introduces design for manufacturing and the environment. Materials fee.",ENGRMAE
ENGRMAE151A,3.650297619047619,6.0,672.0,Mechanical Engineering Design I,"Teaching and implementation of all phases of the engineering design process that begins with identifying needs, setting requirements, concept generation, and preliminary design. Emphasis on detailed engineering analysis and documentation for a small-team, open-ended design project. Materials Fee",ENGRMAE
ENGRMAE151B,3.6227848101265825,4.0,395.0,Mechanical Engineering Design II,"Manufacturing, diagnostics and quality, economics, ethics, and inclusivity. Continuation of the engineering design process with analysis and modeling, physical prototyping, testing, verification, and validation of solutions for the open-ended design project. Teamwork, project presentations, and documentation. Materials Fee",ENGRMAE
ENGRMAE152,3.1878342245989306,12.0,1496.0,Introduction to Computer-Aided Engineering,Elements and principles of computer-aided engineering with modern hardware and software are presented with a design focus. Case studies are used to assist in finite-element method techniques. Not offered every year.,ENGRMAE
ENGRMAE153,3.2868525896414345,6.0,251.0,Advanced BIOMEMS Manufacturing Techniques,Introduction to BIOMEMS. Advanced biotechnology/biomedicine equipment based on MEMS and NEMS. Fundamentals of MEMS/NEMS sensing techniques and the biological and physics principles involved and the preferred MEMS and NEMS manufacturing techniques.,ENGRMAE
